Punto,Lat,Lon,
ESCUELA PRIMARIA SEBASTIAN LERDO DE TEJADA CCT 09DPR2637J,19.2760213,-99.2110764,
ESCUELA PRIMARIA SECRETARIA DEL TRABAJO Y PREVISION SOCIAL CCT 09DPR2513A,19.4237572,-99.1463892,
ESCUELA PRIMARIA SEP LICENCIADO GABRIEL RAMOS MILLAN,19.3230272,-99.1377302,
ESCUELA PRIMARIA SIERRA LEONA AMPLIADO,19.1919993,-99.0002998,
ESCUELA PRIMARIA SILVESTRE REVUELTAS,19.3699374,-99.1546442,
ESCUELA PRIMARIA SIMITRIO RAMIREZ,19.3119121,-99.2604919,
ESCUELA PRIMARIA SINALOA,19.4044501,-99.1198005,
ESCUELA PRIMARIA SIXTO NIETO ROJAS,19.4570367,-99.1040660,
ESCUELA PRIMARIA SOMALIA,19.2876328,-99.1243517,
ESCUELA PRIMARIA SOSTENES NICOLAS CHAPA NIETO,19.2955380,-99.0294127,
ESCUELA PRIMARIA SUAVE PATRIA,19.4963283,-99.0803306,
ESCUELA PRIMARIA SUAZILANDIA,19.3138171,-99.1619659,
ESCUELA PRIMARIA SUIZA,19.4151730,-99.1453383,
ESCUELA PRIMARIA SURINAME,19.3146146,-99.0741186,
ESCUELA PRIMARIA SUSANA IRMA HERRERA MASCORRO,19.5061896,-99.0997058,
ESCUELA PRIMARIA T.V. REPUBLICA SOCIALISTA DE VIETNAM,19.3395581,-99.0177728,
ESCUELA PRIMARIA TATA VASC0,19.4978827,-99.0907854,
ESCUELA PRIMARIA TELPUCHCALLI,19.4677327,-99.1879433,
ESCUELA PRIMARIA TEMACHTIANI C.C.T. 09DPR1585N,19.4732676,-99.1597009,
ESCUELA PRIMARIA TEODORO A. DEHESA CCT 09DPR4221Z,19.3032295,-99.0827792,
ESCUELA PRIMARIA TEOFILO ALVAREZ BORBOA,19.2874949,-99.1331696,
ESCUELA PRIMARIA TEOFILO CEDILLO GRANADOS,19.3596996,-99.0949509,
ESCUELA PRIMARIA TEUHTLI,19.1947454,-99.0021336,
ESCUELA PRIMARIA TEUTLI,19.1946675,-99.0021501,
ESCUELA PRIMARIA THAILANDIA,19.3701774,-99.2326754,
ESCUELA PRIMARIA TIBURCIO MONTIEL,19.2535506,-99.1730253,
ESCUELA PRIMARIA TLACAELEL,19.2952115,-99.0573007,
ESCUELA PRIMARIA TLACOQUEMECATL,19.3768725,-99.1738798,
ESCUELA PRIMARIA TLAHCUILO,19.1722144,-98.9917282,
ESCUELA PRIMARIA TLAHUAC,19.2959401,-99.0623605,
ESCUELA PRIMARIA TLAMACHAKALI,19.2998465,-99.0545754,
ESCUELA PRIMARIA TLAMACHIHUAPAN,19.2429857,-99.0737386,
ESCUELA PRIMARIA TLAMATINI,19.3052655,-99.1677897,
ESCUELA PRIMARIA TLILALPACATL,19.3728702,-99.1053825,
ESCUELA PRIMARIA TOMAS FREGOSO T.V,19.2257774,-98.9516625,
ESCUELA PRIMARIA TONATIUH,19.5370046,-99.1418383,
ESCUELA PRIMARIA TORIBIO VELASCO FRIAS,19.3571799,-99.2290920,
ESCUELA PRIMARIA TRINIDAD Y TOBAGO,19.4724938,-99.0868099,
ESCUELA PRIMARIA TURQUIA,19.4562483,-99.0960741,
ESCUELA PRIMARIA UGANDA,19.3366845,-98.9912965,
ESCUELA PRIMARIA URSS,19.3934682,-99.0572660,
ESCUELA PRIMARIA VALENTIN GOMEZ FARIAS,19.3748763,-99.1853475,
ESCUELA PRIMARIA VALENTIN VAZQUEZ NAVA,19.3788831,-99.2142031,
ESCUELA PRIMARIA VALERIO TRUJANO,19.3535622,-99.3159872,
ESCUELA PRIMARIA VASCO DE QUIROGA,19.3827724,-99.2394397,
ESCUELA PRIMARIA VEINTE DE NOVIEMBRE CCT 09DPR1627W,19.4684163,-99.1699044,
ESCUELA PRIMARIA VENUSTIANO CARRANZA,19.3843317,-99.2326131,
ESCUELA PRIMARIA VESPERTINA PROFESOR PABLO DAMIAN GONZALEZ,19.4977030,-99.0763412,
ESCUELA PRIMARIA VICENTE ALCARAZ,19.4811279,-99.1843790,
ESCUELA PRIMARIA VICENTE GUERRERO,19.3603115,-99.0508009,
ESCUELA PRIMARIA VICENTE LLOMBARDO TOLEDANO,19.5332453,-99.1389814,
ESCUELA PRIMARIA VICENTE MORA CCT 09DPR3227N,19.3027520,-99.0827558,
ESCUELA PRIMARIA VICENTE RIVA PALACIO,19.2679950,-99.1032794,
ESCUELA PRIMARIA VICTORIO ROJAS OLIVAR,19.5192773,-99.1337485,
ESCUELA PRIMARIA VIDAL ALCOCER,19.2878093,-99.1650544,
ESCUELA PRIMARIA VIDAL RIVERO C.C.T. 09DPR1579C,19.4675987,-99.1541926,
ESCUELA PRIMARIA VILLA ESTRELLA,19.3519650,-99.0913106,
ESCUELA PRIMARIA VINI CUBI,19.3473108,-99.3000576,
ESCUELA PRIMARIA VIRGILIO URIBE,19.3732233,-99.1192856,
ESCUELA PRIMARIA VITO ALESSIO ROBLES COMPLETO,19.3542814,-99.1237792,
ESCUELA PRIMARIA VOCEADORES DE MÉXICO,19.3877386,-99.0325819,
ESCUELA PRIMARIA WENCESLAO VICTORIA SOTO,19.5494320,-99.1261610,
ESCUELA PRIMARIA WILFREDO MASSIEU,19.3328493,-99.1662669,
ESCUELA PRIMARIA WISTON CHURCHILL,19.4487918,-99.0845155,
ESCUELA PRIMARIA XICOTENCATL,19.3131396,-99.2558126,
ESCUELA PRIMARIA XOCHICALCO,19.3453758,-99.1014658,
ESCUELA PRIMARIA XOCHIMILCO,19.2561203,-99.1060810,
ESCUELA PRIMARIA YECAHUIZOTL,19.3081438,-98.9721039,
ESCUELA PRIMARIA ZAMBIA,19.3682556,-99.2089277,
ESCUELA PRIMARIA ZIMBABWE,19.3702781,-99.1945574,
ESCUELA PRIMARIA ZUACILANDIA,19.3137952,-99.1619849,
ESCUELA PRIMARIA. ANDRES IDUARTE.,19.5140111,-99.1248484,
ESCUELA PRINCIPADO DE MONACO,19.2938946,-99.0134312,
ESCUELA PROFESOR LEOPOLDO KIEL,19.4744430,-99.1961017,
ESCUELA PROFESOR TEODOMIRO MANZANO CAMPERO,19.5054951,-99.0988749,
ESCUELA PROFESORA GUADALUPE CENICEROS DE PEREZ ZAVALETA,19.3506359,-99.0586780,
ESCUELA PROFESORA PRIMARIA CONCEPCIÓN TARAZAGA COLOMER CCT 09DTR4008H,19.2824694,-99.2414599,
ESCUELA PUBLICA ANGELA PERALTA,19.4035168,-99.1845506,
ESCUELA REPUBLICA DE HUNGRIA,19.5064287,-99.0893477,
ESCUELA REPUBLICA POPULAR CHINA,19.4085983,-99.1495170,
ESCUELA RICARDO FLORES MAGON,19.2960107,-99.0354774,
ESCUELA SOR JUANA INES DE LA CRUZ,19.2391196,-99.0085015,
ESCUELA XAVIER VILLAURRUTIA,19.3136352,-99.1040508,
ESCUELAN PRIMARIA GUSTAVO PEDRO MAHR,19.4490801,-99.1479786,
ESCUELAS DE EDUCACIÓN PRIMARIA DEL SECTOR PÚBLICO,19.3697173,-99.1588559,
ESTADO DE LESOTHO,19.3950046,-99.0481937,
FEDERICO HERRERA MARTINEZ,19.3749473,-99.1856183,
FELIPE BERRIOZABAL,19.5561967,-99.1291921,
FRANCISCO HERNANDEZ DE CORDOBA,19.2434370,-98.9946118,
GENERAL DE DIVISION MARCIANO GONZALEZ,19.3316783,-99.1160498,
GENERAL FELIPE BERRIOZABAL,19.5562110,-99.1291869,
GUSTAVO BAZ PRADA 09DPR0046J,19.2727867,-99.2303803,
GUSTAVO BAZ PRADA 09DPR5140W,19.2728086,-99.2303350,
HACIENDA CENTRO CULTURAL,19.2911921,-99.0706682,
HEROES DEL CARRIZAL,19.3931054,-99.1351305,
INGENIERO JOSÉ LÓPEZ PORTILLO Y WEBER,19.3309106,-99.1259004,
INTERNADO EDUCACION PRIMARIA NIMERU 1 GEOTRUDIS BOCA NEGRA DE LAZO DE LA VEGA,19.3841488,-99.1694664,
JESUS GONZALEZ ORTEGA ESCUELA PRIMARIA,19.3821729,-99.1383632,
JUAREZ Y CONSTITUCION,19.2556350,-99.0105780,
LIC. ALFREDO V. BONFIL,19.3912878,-99.0897330,
LICENCIADO ANTONIO DIAS SOTO Y GAMA,19.3362665,-99.0567476,
MAESTRO FELIX JIMENEZ NAJERA 09DPR2021O,19.2480755,-98.9950514,
MANUEL AVILA CAMACHO ESCUELA PRIMARIA,19.4649379,-99.1012123,
MANUEL MARIA CONTRERAS,19.4146746,-99.1828085,
MATUTINO ESCUELA PRIMARIA PROFESOR RAMON ANDRADE CARMONA,19.5670694,-99.1334133,
MIGUEL F MARTINEZ,19.4031870,-99.1778632,
PIMARIA PROFESOR FERNANDO BEST,19.4787830,-99.1156643,
PRIMARIA AMISTAD MUNDIAL,19.3719889,-99.1946659,
PRIMARIA ANTONIO CISNEROS Y CISNEROS,19.5481206,-99.1242144,
PRIMARIA ARBOL DE LA NOCHE TRISTE,19.4558546,-99.1766125,
PRIMARIA BOMBERO RAMON ARRIAGA ACEVES,19.5008737,-99.1172225,
PRIMARIA CALPILLI,19.3604148,-99.2970545,
PRIMARIA CARLOS DE SIHUENZA Y GONGORA,19.3104972,-99.2454009,
PRIMARIA CENTRO EDUCATIVO DIDASCALOS,19.3279065,-99.0741465,
PRIMARIA COCONENCALLI 09DPR2277O,19.4288024,-99.0569733,
PRIMARIA CONSUELO MARTINEZ DE CUERVO,19.5077438,-99.0935861,
PRIMARIA CUAUHTEMOC,19.3198933,-99.2438960,
PRIMARIA EDUCACION PARA TODOS,19.5296303,-99.1451223,
PRIMARIA EJERCITO DE ORIENTE 09DPR11754,19.3679916,-99.0278031,
PRIMARIA ESCUELA DE PARTICIPACION SOCIAL NUMERO 7,19.4512608,-99.2042526,
PRIMARIA ESTADO DE COLIMA,19.3702031,-99.0760902,
PRIMARIA ESTADO DE QUINTANA ROO,19.4518393,-99.1931751,
PRIMARIA EVERARDO CRUZ SALMERON,19.2566094,-99.1840815,
PRIMARIA FELIX F PALAVICINI,19.3481721,-99.0584529,
PRIMARIA FRANCISCO GARCIA SALINAS,19.4179659,-99.1276620,
PRIMARIA FRANCISCO VAZQUEZ GOMEZ CLAVE 51207750932X014,19.3395878,-99.1165983,
PRIMARIA FRAY MELCHOR DE TALAMANTES,19.4535796,-99.1471330,
PRIMARIA GASPAR MELCHOR DE JOVELLANOS,19.3464145,-99.1999581,
PRIMARIA GENERAL ANTONIO DE LEON Y LOYOLA,19.1875075,-98.9960240,
PRIMARIA GRAL MANUEL CORONA,19.3771174,-99.1320312,
PRIMARIA GUILLERMO PRIETO 09DPR1767W,19.4017170,-99.1888805,
PRIMARIA INDIRA GANDHI CCT09DPR0034E,19.2903983,-99.2216710,
PRIMARIA ISAAC OCHOTERENA,19.2736122,-99.1669675,
PRIMARIA ISACC NEWTON,19.3733707,-99.0374711,
PRIMARIA ITALIA,19.4487023,-99.1418054,
PRIMARIA JOSE MANCISIDOR ORTIZ,19.3961939,-99.0808413,
PRIMARIA MAESTRO CELERINO CANO PALACIOS,19.4042479,-99.1498717,
PRIMARIA MAESTRO RICARDO SALGADO CORRAL,19.3131100,-99.1014868,
PRIMARIA MAHAMA GANDHI,19.4863357,-99.0778103,
PRIMARIA MANUEL ROBLEDO,19.3991314,-99.2102338,
PRIMARIA MARIANO ESCOBEDO,19.3595056,-99.2376593,
PRIMARIA MARTIN LUIS GUZMAN CLAVE 45-2116-457-00X-014,19.3262054,-99.1630239,
PRIMARIA MAXIMILIANO MOLINA FUENTES,19.2018220,-99.1489198,
PRIMARIA MIGUEL ANGEL DE QUEVEDO,19.3786469,-99.2373691,
PRIMARIA MIGUEL HIDALGO,19.4554452,-99.1786910,
PRIMARIA MTRO. ENRIQUE COCA PEREZ,19.3415313,-99.2074660,
PRIMARIA PABLO DE LA LLAVE,19.3367159,-99.1241152,
PRIMARIA PABLO MARTINEZ DEL RIO,19.3212271,-99.1211498,
PRIMARIA PATRIA Y LIBERTAD,19.2855615,-99.1826506,
PRIMARIA PEDRO AGUIRRE DE LA BARRERA,19.3953665,-99.2183235,
PRIMARIA PROF JOSE S BENITEZ,19.2823244,-99.2021847,
PRIMARIA PROFESOR CARLOS B MUNGUÍA,19.4857231,-99.0784358,
PRIMARIA PROFESOR EFREN NUÑEZ MATA,19.2864121,-99.1821612,
PRIMARIA PROFESOR ELISEO BANDALA HERNANDEZ,19.2918796,-99.2365717,
PRIMARIA PROFESOR FAUSTO ARROYO,19.5558875,-99.1290352,
PRIMARIA PROFESOR FRANCISCO DIAZ COBARRUBIAS,19.4561699,-99.1381536,
PRIMARIA PROFR MANUEL VILLA SEÑOR,19.3339112,-99.0499463,
PRIMARIA REGENTE URUCHURTU,19.5254256,-99.1632897,
PRIMARIA RENE AVILES ROJAS,19.2945664,-99.0578143,
PRIMARIA REPUBLICA DE JAMAICA,19.3792589,-99.2403239,
PRIMARIA TEZIUTLAN CCT 09DDR101SX,19.4193452,-99.0928567,
PRIMARIA VALENTIN ZAMORA OROZCO,19.3280692,-99.1309751,
PRIMARIA VICENTE GUERRERO,19.3429818,-99.2804998,
PRIMARIA XITLE,19.3242217,-99.1686262,
PRIMARIA XOCHIQUETZAL,19.3698924,-99.2911379,
PRIMARIA XOCHIQUETZAL CCT 09DPR1782O,19.3699569,-99.2909144,
PRIMARIA XOCHITL PALOMINO,19.3360426,-99.0691047,
PRIMERIA RAFAEL ANGEL DE LA PEÑA,19.4496212,-99.1706763,
PROF JOSE GUADALUPE AGUILERA,19.3991441,-99.0966555,
PROFA LEONOR LEAÑOS NAVARRO,19.3092079,-99.2651583,
PROFESOR ANTONIO S LOPEZ,19.3577763,-99.2348096,
PROFESOR CARLOS HERNÁNDEZ SELVAS,19.3247420,-99.1590162,
PROFESOR ONOFRE MELENDEZ B,19.3287176,-99.2697743,
PROFESOR ONOFRE MELENDEZ BECERRIL,19.3286850,-99.2695688,
PROFESORA ENRIQUETA LEON GONZALEZ,19.3943680,-99.2089117,
PROFR. JORGE CASAHONDA CASTILLO,19.5499011,-99.1419007,
RAFAELA SUAREZ SOLORSANO,19.3379874,-99.0071593,
REPUBLICA DE INDONESIA,19.3267141,-99.0786738,
REPUBLICA DE LIBERIA,19.4158747,-99.1011340,
SEP ESCULA PRIMARIA VISENTE ROCAFUERTE,19.4233879,-99.0565477,
SEP-INEA CURSOS,19.2697734,-99.1748785,
TONANTZIN ESCUELA PRIMARIA,19.5024469,-99.0922596,
UDEI ESCUELA PRIMARIA TONATIUH,19.5377980,-99.1417303,
VESPERTINO ESCUELA PRIMARIA PROF RAMON ANDRADE CARMONA,19.5672170,-99.1333388,
WILFRIDO MASSIEU,19.4948860,-99.1362495,
ZONA ESCOLAR TECNICO PEDAGOGICA,19.3919520,-99.0897364,
